Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
S16527700022,12/27/2013,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22,Clayton,1031200,VODKA FLAVORED,260,Diageo Americas,41796,Smirnoff Raspberry Vodka,12,750,8.25,12.37,5,61.85,3.75,0.99
S08128500046,10/04/2012,3896,Smokin' Joe's #18 Tobacco and Liquor,1901 BROADWAY ST,IOWA CITY,52240,POINT (-91.520308 41.641383),52,Johnson,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,6.75,10.49,2,20.98,1.50,0.40
S24958000029,04/08/2015,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081317,GRAPE SCHNAPPS,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,"1,000",7.62,11.43,8,91.44,8.00,2.11
S07626400011,09/11/2012,3847,Logan Ave Convenience Store,735 LOGAN AVE,WATERLOO,50703,POINT (-92.337744 42.510453),07,Black Hawk,1032080,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34004,Absolut Swedish Vodka 80 Prf,24,375,6.50,9.74,24,233.76,9.00,2.38
S03833300015,01/31/2012,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),09,Bremer,1081300,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81196,Paramount Peppermint Schnapps Traveler,12,750,3.70,5.55,3,16.65,2.25,0.59
S13900900040,08/14/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1012210,SINGLE MALT SCOTCH,370,Pernod Ricard USA/Austin Nichols,5086,Glenlivet 16yr Nadurra,6,750,34.99,52.49,2,104.98,1.50,0.40
S24506800038,03/12/2015,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82,Scott,1081220,DARK CREME DE CACAO,434,Luxco-St Louis,78456,Paramount Creme De Cacao/dark,12,750,4.75,7.13,12,85.56,9.00,2.38
S25806300016,05/22/2015,3162,Nash Finch / Wholesale Food,807 GRANDVIEW,MUSCATINE,52761,POINT (-91.06411300000002 41.408437),70,Muscatine,1031080,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,"1,750",7.60,11.40,6,68.40,10.50,2.77
S08651300025,10/30/2012,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,Pottawattamie,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32236,Seagrams Extra Dry Gin,12,750,5.90,8.85,12,106.20,9.00,2.38
S16654300005,01/06/2014,4467,Kum & Go #438 / Muscatine,1010 PARK AVE,MUSCATINE,52761,POINT (-91.030816 41.435925),70,Muscatine,1081600,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,12,161.64,9.00,2.38
S20698500014,08/19/2014,3626,Wal-Mart 2714 / Spencer,500  11TH ST,SPENCER,51301,POINT (-95.152474 43.126816),21,Clay,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.25,9.50,12,114.00,9.00,2.38
S25871000005,05/28/2015,4944,Jiffy Express / Martensdale,"290, HWY 28",MARTENSDALE,50160,POINT (-93.737459 41.373366),91,Warren,1011100,BLENDED WHISKIES,260,Diageo Americas,25606,Seagrams 7 Crown Bl Whiskey,12,750,7.00,10.50,24,252.00,18.00,4.76
S12068300144,05/07/2013,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52591,E & J Vs Brandy Mini,12,500,5.91,8.87,1,8.87,0.50,0.13
S13511200061,07/23/2013,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 JOHNSON AVE NW,CEDAR RAPIDS,52405,POINT (-91.73337 41.968343),57,Linn,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28206,Bombay Dry Gin,12,750,9.26,14.39,1,14.39,0.75,0.20
S26208100015,06/16/2015,4182,Fareway Stores #008 / Dyersville,1207  12TH AVE SE,DYERSVILLE,52040,POINT (-91.111904 42.475277),31,Dubuque,1081200,CREAM LIQUEURS,260,Diageo Americas,68036,Bailey's Original Irish Cream,12,750,13.25,19.88,3,59.64,2.25,0.59
S29186000085,11/19/2015,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1012210,SINGLE MALT SCOTCH,420,"Moet Hennessy USA, Inc.",464,Glenmorangie Pioneer Pack,6,"2,550",22.99,34.49,6,206.94,15.30,4.04
S18850100019,05/08/2014,4269,Tipton Family Foods,610 CEDAR ST,TIPTON,52772,POINT (-91.128389 41.771753),16,Cedar,1062310,SPICED RUM,260,Diageo Americas,43331,Captain Morgan Spiced Rum Mini,12,500,5.50,8.25,1,8.25,0.50,0.13
S03647900028,01/18/2012,4097,Schleswig Foods And Spirits,108  2ND ST,SCHLESWIG,51461,POINT (-95.436648 42.165983),24,Crawford,1032200,IMPORTED VODKA - MISC,65,Jim Beam Brands,35770,Pinnacle Cherry Whipped,12,750,7.87,11.81,1,11.81,0.75,0.20
S07726500053,09/13/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26828,Jack Daniels Old #7 Black Lbl,6,"1,750",27.69,41.54,6,249.24,10.50,2.77
S10922100003,03/05/2013,4030,Buy Rite Foods,201 MARKET ST,LAKE PARK,51347,POINT (-95.321385 43.454741),30,Dickinson,1062310,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,8.50,12.74,12,152.88,9.00,2.38
S08249700225,10/10/2012,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90,Wapello,1042100,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,"1,000",17.61,26.41,2,52.82,2.00,0.53
S17862700042,03/12/2014,3858,Harolds Jack N Jill / Davenport,6723 NW BLVD UNIT 2,DAVENPORT,52806,POINT (-90.609747 41.589369),82,Scott,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,49185,Remy Martin Vsop (flask),12,375,10.08,15.12,3,45.36,1.12,0.30
S29025200054,11/12/2015,4478,U S Gas,"3000, SW 9th ST",DES MOINES,50315,POINT (-93.625682 41.557862),77,Polk,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43121,Bacardi Superior Rum Mini,12,500,5.54,8.31,2,16.62,1.00,0.26
S26006300039,06/03/2015,2502,Hy-Vee Wine and Spirits / Ankeny,410 NORTH ANKENY BLVD,ANKENY,50021,,77,Polk,1031200,VODKA FLAVORED,260,Diageo Americas,77709,Smirnoff Peach,12,750,8.25,12.38,12,148.56,9.00,2.38
S13780500005,08/07/2013,2840,CVS Pharmacy #8633 / Bettendorf,2002 SPRUCE HILLS DR,BETTENDORF,52722,POINT (-90.503814 41.550134),82,Scott,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,7.50,11.24,12,134.88,9.00,2.38
S09902100005,01/08/2013,4621,Casey's General Store #23 / Maxwell,"100, MAIN ST",MAXWELL,50161,POINT (-93.39968000000002 41.888013),85,Story,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,5.23,7.84,12,94.08,9.00,2.38
S09885700181,01/08/2013,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1011100,BLENDED WHISKIES,260,Diageo Americas,25603,Seagrams 7 Crown Bl Whiskey,48,200,1.96,2.93,1,2.93,0.20,0.05
S06092100015,06/18/2012,3524,Sam's Club 6568 / Ames,305 AIRPORT RD,AMES,50010,POINT (-93.613648 42.001123),85,Story,1051100,APRICOT BRANDIES,434,Luxco-St Louis,54447,Paramount Apricot Flavored Brandy,12,"1,000",6.35,9.53,12,114.36,12.00,3.17
S09978800041,01/10/2013,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43038,Bacardi Gold Rum,6,"1,750",14.67,22.00,1,22.00,1.75,0.46
S11293100018,03/26/2013,3651,Wal-Mart 1491 / Indianola,1500 NORTH JEFFERSON,INDIANOLA,50125,,91,Warren,1062310,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,"1,750",11.55,17.32,6,103.92,10.50,2.77
S19810300009,06/27/2014,4995,Durant Street C-Store,618 DURANT ST,HARLAN,51537,POINT (-95.318597 41.656803),83,Shelby,1062310,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,2.01,3.02,10,30.20,2.00,0.53
S26237500100,06/16/2015,2665,Hy-Vee / Waukee,1005 E HICKMAN RD,WAUKEE,50263,POINT (-93.854477 41.615059),25,Dallas,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,4,39.12,1.50,0.40
S13573300081,07/25/2013,2595,Hy-Vee Wine and Spirits / Denison,"1620  4TH AVE, SOUTH",DENISON,51442,POINT (-95.348601 42.012395),24,Crawford,1031200,VODKA FLAVORED,259,Heaven Hill Brands,41279,Burnett's Grape Vodka,12,750,4.83,7.25,1,7.25,0.75,0.20
S14924700015,10/02/2013,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90,Wapello,1071100,AMERICAN COCKTAILS,55,Sazerac North America,57129,Chi-Chi's Mexican Mudslide,6,"1,750",5.99,9.24,6,55.44,10.50,2.77
S28742800058,10/28/2015,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1ST AVE,IOWA CITY,52240,,52,Johnson,1031200,VODKA FLAVORED,205,E AND J GALLO WINERY,40193,New Amsterdam Pineapple,12,750,6.90,10.35,2,20.70,1.50,0.40
S09533600003,12/18/2012,4334,Fareway Stores #114 / Dubuque,2050 JOHN F KENNEDY RD,DUBUQUE,52001,,31,Dubuque,1081200,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,12.50,18.75,6,112.50,4.50,1.19
S18822200110,05/07/2014,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,Woodbury,1052010,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,50686,St. Remy Vsop Napoleon Brandy,12,750,7.00,10.50,1,10.50,0.75,0.20
S05369000095,05/03/2012,3896,Smokin' Joe's #18 Tobacco and Liquor,1901 BROADWAY ST,IOWA CITY,52240,POINT (-91.520308 41.641383),52,Johnson,1031080,VODKA 80 PROOF,300,Mccormick Distilling Company,36903,Mccormick Vodka,48,200,1.12,1.68,6,10.08,1.20,0.32
S28591100087,10/21/2015,2576,Hy-Vee Wine and Spirits / Storm Lake,1250 N LAKE ST,STORM LAKE,50588,POINT (-95.200758 42.65318400000001),11,Buena Vista,1081200,CREAM LIQUEURS,461,Campari(skyy),68126,Carolan's Irish Cream Liqueur,12,750,8.20,12.30,2,24.60,1.50,0.40
S28288600019,10/05/2015,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86886,Southern Comfort,12,750,9.85,14.78,12,177.36,9.00,2.38
S07361600115,08/28/2012,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,POINT (-95.149955 43.331525),30,Dickinson,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19063,Jim Beam,48,200,2.85,4.28,1,4.28,0.20,0.05
S24281400138,03/02/2015,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26823,Jack Daniels Old #7 Black Lbl,48,200,4.08,6.12,8,48.96,1.60,0.42
S28010300003,09/24/2015,4688,Walgreens #10770 / Carroll,105 E 6th ST,CARROLL,51401,POINT (-94.86677300000001 42.065531),14,Carroll,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",10.45,15.68,6,94.08,10.50,2.77
S04335700007,02/29/2012,3726,Wal-Mart 1285 / Ottumwa,1940 VENTURE DR,OTTUMWA,52501,POINT (-92.456896 41.01455),90,Wapello,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41704,Uv Red (cherry) Vodka,12,750,6.50,9.74,12,116.88,9.00,2.38
S26563100022,07/06/2015,4475,Bucky's Express #27 / Council Bluffs,2713 S 24TH ST,COUNCIL BLUFFS,51501,POINT (-95.879147 41.234536000000006),78,Pottawattamie,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52591,E & J Vs Brandy Mini,12,500,5.92,8.88,1,8.88,0.50,0.13
S10618300107,02/14/2013,4129,Cyclone Liquors,626 LINCOLN WAY,AMES,50010,POINT (-93.618911 42.022854),85,Story,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,65,Jim Beam Brands,73596,Dekuyper Michigan Cherry Liqueur,12,750,6.30,9.45,2,18.90,1.50,0.40
S19101300086,05/23/2014,3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,Pottawattamie,1062300,FLAVORED RUM,260,Diageo Americas,43287,Captain Morgan Parrot Bay Mango,12,750,7.49,11.23,12,134.76,9.00,2.38
S06374300015,07/03/2012,2626,Hy-Vee Drugstore / University / DSM,4100 UNIVERSITY AVE,DES MOINES,50311,POINT (-93.673222 41.600361),77,Polk,1022100,TEQUILA,434,Luxco-St Louis,89386,Juarez Tequila Gold,12,750,6.29,9.43,12,113.16,9.00,2.38
S19763200210,06/25/2014,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1041100,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,1.99,2.99,10,29.90,2.00,0.53
S13335700039,07/15/2013,2653,Hy-Vee Wine and Spirits / Washington,1004 W MADISON ST,WASHINGTON,52353,POINT (-91.704567 41.296576),92,Washington,1012100,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,"1,000",9.71,14.56,3,43.68,3.00,0.79
S28945200129,11/09/2015,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591868 41.682337000000004),52,Johnson,1022100,TEQUILA,55,Sazerac North America,89577,Montezuma Gold Tequila,12,"1,000",7.02,10.53,120,"1,263.60",120.00,31.70
S25574900139,05/11/2015,2648,Hy-Vee #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265,POINT (-93.773557 41.561197),77,Polk,1022100,TEQUILA,421,"Sazerac Co., Inc.",88766,Tortilla White Tequila,12,750,6.20,9.30,2,18.60,1.50,0.40
S22702600009,12/02/2014,4626,Kwik Shop #527 / Council Bluffs,"3632, AVENUE G",COUNCIL BLUFFS,51501,POINT (-95.90597 41.26363),78,Pottawattamie,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45276,Paramount White Rum,12,750,4.00,6.00,6,36.00,4.50,1.19
S22866500004,12/10/2014,4862,Pronto Market / Kingsley,101 MAIN ST,KINGSLEY,51028,POINT (-95.967322 42.58707400000001),75,Plymouth,1062310,SPICED RUM,434,Luxco-St Louis,44658,Lady Bligh Spiced Rum,6,"1,750",11.00,16.50,6,99.00,10.50,2.77
S16938600005,01/21/2014,2657,Hy-Vee Food Store / Bedford,1604 BENT,BEDFORD,50833,POINT (-94.72557800000001 40.676171),87,Taylor,1011100,BLENDED WHISKIES,260,Diageo Americas,25608,Seagrams 7 Crown Bl Whiskey,6,"1,750",11.96,17.93,12,215.16,21.00,5.55
S05204600075,04/24/2012,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1051010,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52316,Christian Bros Brandy,12,750,5.51,8.26,2,16.52,1.50,0.40
S08123500148,10/04/2012,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT (-91.658105 42.010971),57,Linn,1031080,VODKA 80 PROOF,55,Sazerac North America,37934,Skol Vodka,24,375,1.74,2.60,6,15.60,2.25,0.59
S09252800032,12/03/2012,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1042100,IMPORTED DRY GINS,240,"WILLIAM GRANT AND SONS, INC.",28625,Hendrick's Gin,6,750,16.84,25.26,12,303.12,9.00,2.38
S25367300024,04/29/2015,2200,Sac Liquor Store,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,Sac,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69637,Dr. Mcgillicuddy's Cherry Schnapps,12,"1,000",11.00,16.50,2,33.00,2.00,0.53
S22968200153,12/16/2014,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1081330,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,"1,000",7.62,11.43,12,137.16,12.00,3.17
S27747200078,09/04/2015,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1012200,SCOTCH WHISKIES,35,"Bacardi U.S.A., Inc.",4867,Dewars White Label Scotch,12,"1,000",17.50,26.25,12,315.00,12.00,3.17
S06736100046,07/24/2012,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,Pottawattamie,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.80,1,6.80,0.38,0.10
S27687100105,09/02/2015,2625,Hy-Vee Wine and Spirits #2,3301 W KIMBERLY RD,DAVENPORT,52804,,82,Scott,1082900,MISC. IMPORTED CORDIALS & LIQUEURS,420,"Moet Hennessy USA, Inc.",65126,Grand Marnier Cordon Rouge,12,750,23.31,34.97,3,104.91,2.25,0.59
S08962700053,11/15/2012,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1051010,AMERICAN GRAPE BRANDIES,85,Brown-Forman Corporation,52835,Korbel Brandy Pet,6,"1,750",11.33,16.99,2,33.98,3.50,0.92
S06789700036,07/26/2012,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,POINT (-91.530181 41.657654),52,Johnson,1081312,BUTTERSCOTCH SCHNAPPS,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,"1,000",7.35,11.02,12,132.24,12.00,3.17
S20305800154,07/24/2014,2552,Hy-Vee Food Store #3 / Cedar Rapids,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404,POINT (-91.658577 41.955859),57,Linn,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10555,Black Velvet Toasted Caramel,24,375,3.07,4.61,4,18.44,1.50,0.40
S07708000028,09/12/2012,3909,D And S Grocery,104 SE  A ST,MELCHER-DALLAS,50163,POINT (-93.24163400000002 41.222471),63,Marion,1062300,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42717,Malibu Coconut Rum,12,"1,000",10.00,14.99,3,44.97,3.00,0.79
S23071000033,12/19/2014,2532,Hy-Vee Food Store #2 / Des Moines,2540 E EUCLID,DES MOINES,50317,POINT (-93.569452 41.627838),77,Polk,1011200,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19066,Jim Beam,12,750,10.49,15.74,12,188.88,9.00,2.38
S25763600022,05/20/2015,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),09,Bremer,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36305,Hawkeye Vodka,12,750,3.34,5.01,4,20.04,3.00,0.79
S15366300006,10/28/2013,4673,Sonny's Super Market / West Point,327 5TH ST,WEST POINT,52656,POINT (-91.452491 40.717867),56,Lee,1081390,IMPORTED SCHNAPPS,421,"Sazerac Co., Inc.",69636,Dr. Mcgillicuddy's Cherry Schnapps,12,750,8.66,12.99,12,155.88,9.00,2.38
S06464700011,07/09/2012,4005,Lansing Liquor and More,417 MAIN ST,LANSING,52151,POINT (-91.219222 43.36182),03,Allamakee,1031200,VODKA FLAVORED,380,Phillips Beverage Company,41625,Uv Grape Vodka,6,"1,750",10.13,15.45,2,30.90,3.50,0.92
S19306400110,06/03/2014,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,POINT (-96.18335000000002 42.778257),75,Plymouth,1062310,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45887,Sailor Jerry Spiced Navy Rum,12,"1,000",11.78,17.67,3,53.01,3.00,0.79
S11068800016,03/13/2013,4332,Fast Mart / University Ave,1621 UNIVERSITY AVE,DES MOINES,50314,POINT (-93.63996000000002 41.600477),77,Polk,1051010,AMERICAN GRAPE BRANDIES,205,E AND J GALLO WINERY,52596,E & J Vs,12,750,5.75,8.62,3,25.86,2.25,0.59
S14279000003,09/03/2013,4908,Zapf's Pronto Market,107 1st ST SW,ELKADER,52043,POINT (-91.405293 42.85389),22,Clayton,1011100,BLENDED WHISKIES,154,Iowa Distilling Company,27292,Iowa Shine,12,750,15.34,23.01,12,276.12,9.00,2.38
S20531900036,08/06/2014,3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,POINT (-91.565517 41.672672),52,Johnson,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.54,6.81,4,27.24,1.50,0.40
S18545500001,04/22/2014,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT (-94.153456 42.505334),42,Hardin,1062200,PUERTO RICO & VIRGIN ISLANDS RUM,260,Diageo Americas,43328,Captain Morgan White,12,750,8.75,13.13,48,630.24,36.00,9.51
S12288500001,05/20/2013,4762,Huber's Store Inc.,101 MAIN ST,FORT ATKINSON,52144,POINT (-91.932448 43.14339),96,Winneshiek,1011300,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,"1,000",17.40,26.11,12,313.32,12.00,3.17
S09039100047,11/17/2012,3994,Great Spirits Wine & Liquor Co.,72 NORTH HWY 71,ARNOLDS PARK,51331,POINT (-95.127395 43.368989000000006),30,Dickinson,1031080,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.20,1,11.20,0.50,0.13
S26317800003,06/22/2015,3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,POINT (-91.892924 42.450709),10,Buchanan,1081900,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75211,Kinky Liqueur,12,750,10.00,15.00,36,540.00,27.00,7.13
S20697600010,08/19/2014,3889,Wal-Mart 1005 / Waverly,700  29 ST SW,WAVERLY,50677,POINT (-92.478899 42.70032100000001),09,Bremer,1031080,VODKA 80 PROOF,434,Luxco-St Louis,36308,Hawkeye Vodka,6,"1,750",7.17,10.76,12,129.12,21.00,5.55
S13378900011,07/16/2013,4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),06,Benton,1012100,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,"1,750",9.70,14.92,30,447.60,52.50,13.87
S22264900087,11/07/2014,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78,Pottawattamie,1012200,SCOTCH WHISKIES,260,Diageo Americas,10278,Usher's Green Stripe,6,"1,750",10.00,15.00,6,90.00,10.50,2.77
S27505000044,08/25/2015,4167,"Iowa Street Market, Inc.",1256 IOWA ST,DUBUQUE,52001,POINT (-90.668138 42.504959),31,Dubuque,1031080,VODKA 80 PROOF,55,Sazerac North America,35948,Fleischmann's Royal Vodka 80 Prf,6,"1,750",6.68,10.27,12,123.24,21.00,5.55
S18672700004,04/30/2014,4201,Fareway Stores #022 / Sioux City,4040 WAR EAGLE DR,SIOUX CITY,51109,POINT (-96.461706 42.49488100000001),97,Woodbury,1031080,VODKA 80 PROOF,260,Diageo Americas,38008,Smirnoff Vodka 80 Prf Pet,6,"1,750",14.75,22.12,6,132.72,10.50,2.77
S27030600004,07/29/2015,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1022100,TEQUILA,413,Santa Fe Tequila Company,88582,Silvercoin,6,750,20.21,30.32,6,181.92,4.50,1.19
S08746200054,11/05/2012,2571,Hy-Vee Food Store #2 / Waterloo,2181 LOGAN AVE,WATERLOO,50703,POINT (-92.337583 42.530476),07,Black Hawk,1032200,IMPORTED VODKA - MISC,260,Diageo Americas,64746,Ciroc Coconut,24,200,4.99,7.49,4,29.96,0.80,0.21
S25528600025,05/07/2015,4260,Fareway Stores #699 / Osceola,215 S MAIN ST,OSCEOLA,50213,POINT (-93.765695 41.032474),20,Clarke,1081317,GRAPE SCHNAPPS,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,"1,000",7.62,11.43,1,11.43,1.00,0.26
S18055200048,03/25/2014,2553,Hy-Vee Food Store / Creston,600 SHELDON,CRESTON,50801,POINT (-94.372552 41.051462),88,Union,1012210,SINGLE MALT SCOTCH,65,Jim Beam Brands,5596,Mcclelland Highland,12,750,13.01,19.51,3,58.53,2.25,0.59
S14463300047,09/11/2013,4807,Williamsburg Foods,"103, W WALNUT ST",WILLIAMSBURG,52361,POINT (-92.007391 41.662819),48,Iowa,1062310,SPICED RUM,259,Heaven Hill Brands,43984,Admiral Nelson Cherry Spiced Rum,12,750,5.77,8.66,2,17.32,1.50,0.40
S28238500003,10/01/2015,2663,Hy-Vee / Urbandale,8701 DOUGLAS,URBANDALE,50322,POINT (-93.739105 41.629364),77,Polk,1081600,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,4.78,7.17,24,172.08,9.00,2.38
